id,carat,cut,color,clarity,depth,table,x,y,z,price
24065,2.0,Good,H,VS2,63.8,59.0,7.88,8.01,5.07,18023
13256,2.19,Premium,I,SI2,62.5,58.0,8.31,8.26,5.18,15169
17183,0.42,Premium,G,VVS1,60.2,59.0,4.82,4.84,2.91,1179
25810,0.74,Premium,D,SI1,62.4,59.0,5.73,5.8,3.6,3036
18033,1.01,Premium,F,VS2,59.2,60.0,6.51,6.54,3.86,6416
20885,0.7,Premium,E,SI1,60.0,62.0,5.79,5.75,3.46,2444
9396,1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,5652
3358,0.54,Ideal,D,SI1,60.7,56.0,5.27,5.3,3.21,1662
4641,0.38,Premium,D,VS2,61.5,62.0,4.63,4.6,2.84,1117
26530,0.74,Ideal,G,SI2,61.7,56.0,5.8,5.87,3.6,2690
21064,1.0,Ideal,F,SI1,61.5,57.0,6.41,6.46,3.96,5197
22351,0.66,Very Good,H,VVS1,61.9,59.0,5.59,5.65,3.48,2323
14783,0.37,Ideal,G,VS1,61.0,55.0,4.66,4.68,2.85,810
24116,0.51,Ideal,D,VS2,61.6,57.0,5.19,5.14,3.18,2056
22735,1.24,Premium,I,VS2,60.1,59.0,7.02,6.95,4.2,5889
3357,1.06,Very Good,I,SI2,61.4,56.5,6.55,6.58,4.03,4465
16134,0.34,Ideal,D,VS2,61.9,55.0,4.49,4.52,2.79,802
13599,0.42,Ideal,D,VVS1,61.8,55.0,4.83,4.85,2.99,1547
24892,1.6,Very Good,E,SI2,62.5,54.0,7.5,7.55,4.7,11537
591,0.72,Ideal,G,VVS2,61.0,56.0,5.8,5.84,3.55,3295
12703,0.71,Premium,H,SI2,61.5,60.0,5.72,5.7,3.51,1826
7903,1.05,Premium,G,SI1,60.3,57.0,6.64,6.59,3.99,4974
5438,0.38,Premium,H,VS2,61.8,58.0,4.63,4.66,2.87,700
426,1.0,Premium,I,SI1,62.2,62.0,6.39,6.33,3.96,3360
14877,0.31,Good,H,VVS1,63.7,56.0,4.3,4.33,2.75,612
14865,0.38,Ideal,I,VS1,61.5,53.9,4.66,4.7,2.89,703
13106,1.35,Fair,I,SI2,66.5,57.0,6.79,6.74,4.5,4423
18093,0.4,Ideal,I,VVS2,62.0,56.0,4.77,4.74,2.95,1035
6310,1.01,Very Good,D,SI2,59.1,63.0,6.59,6.54,3.88,3671
2851,0.96,Very Good,G,SI2,63.1,56.0,6.29,6.22,3.95,3951
21985,0.35,Premium,E,SI2,61.5,59.0,4.52,4.56,2.79,491
21835,0.71,Ideal,D,SI1,60.8,57.0,5.75,5.78,3.5,3502
9492,0.9,Very Good,J,VS2,61.9,59.0,6.14,6.2,3.82,3119
12067,0.41,Premium,E,SI1,58.8,62.0,4.87,4.85,2.86,852
19407,0.28,Good,E,VS1,64.3,55.0,4.14,4.16,2.67,470
14881,0.3,Ideal,D,VS2,62.0,56.0,4.35,4.33,2.69,911
25697,0.7,Good,E,SI2,63.9,59.0,5.68,5.56,3.59,1929
13284,0.33,Ideal,H,VS2,60.7,57.0,4.45,4.48,2.71,521
25093,0.31,Ideal,G,VVS1,62.3,56.0,4.34,4.37,2.71,772
2152,1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,9127
21061,0.57,Premium,D,VS1,60.6,59.0,5.38,5.32,3.24,2360
8774,1.24,Premium,H,SI1,60.1,58.0,7.04,7.01,4.22,6215
25402,0.39,Premium,F,VS1,62.0,56.0,4.72,4.64,2.9,1010
14319,0.34,Ideal,H,IF,61.9,53.0,4.5,4.52,2.79,863
19923,0.33,Ideal,D,SI1,61.9,55.0,4.45,4.47,2.76,736
14156,1.61,Ideal,I,SI1,62.7,55.0,7.54,7.48,4.71,9611
17462,0.3,Ideal,E,VS2,60.6,59.0,4.3,4.34,2.62,603
3007,0.9,Premium,D,SI2,61.2,62.0,6.22,6.07,3.76,4133
6935,0.33,Ideal,F,VVS1,62.6,54.0,4.44,4.47,2.79,880
19576,0.73,Premium,E,VS1,61.2,58.0,5.77,5.83,3.55,3370
11723,0.5,Ideal,F,SI1,61.0,56.0,5.15,5.17,3.15,1286
15477,1.25,Premium,G,SI2,61.1,58.0,6.96,6.91,4.24,4340
10054,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1306
21123,0.7,Very Good,F,VS1,60.0,57.0,5.8,5.87,3.5,2767
18998,0.33,Very Good,G,VVS2,60.9,57.0,4.43,4.5,2.72,752
4331,0.71,Very Good,F,SI2,63.6,56.0,5.58,5.67,3.58,2098
2359,1.5,Very Good,D,VS2,63.8,55.0,7.24,7.28,4.63,13629
2970,0.81,Very Good,E,VS2,62.8,57.0,5.9,5.95,3.72,3839
13569,0.41,Ideal,G,VS2,62.7,56.0,4.77,4.74,2.98,1061
4068,0.32,Ideal,E,VVS2,62.0,55.0,4.38,4.4,2.72,842
5392,0.43,Ideal,G,IF,62.5,54.0,4.83,4.86,3.03,1318
25884,0.96,Fair,G,SI2,72.2,56.0,6.01,5.81,4.28,2438
10475,0.7,Fair,F,I1,66.5,62.0,5.54,5.49,3.67,992
21655,0.7,Ideal,G,SI1,62.4,56.0,5.66,5.69,3.54,2276
18908,0.72,Fair,F,VS2,55.4,64.0,6.06,5.97,3.34,2724
21024,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,1815
13541,0.33,Fair,F,VVS2,65.7,54.0,4.37,4.3,2.85,693
4484,0.43,Ideal,G,VVS2,61.9,55.0,4.84,4.86,3.0,1056
10329,1.51,Good,I,SI1,63.8,57.0,7.21,7.18,4.59,6046
23282,0.44,Good,F,SI2,56.6,63.0,5.11,5.06,2.88,974
17635,0.32,Ideal,E,VS2,61.8,54.0,4.43,4.4,2.73,768
211,0.58,Ideal,E,SI1,61.6,55.0,5.33,5.38,3.3,1636
24208,0.9,Good,G,SI1,63.9,60.0,6.1,6.07,3.89,3512
15280,0.3,Premium,D,VS2,62.0,58.0,4.32,4.29,2.67,911
14780,0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85,729
23649,1.54,Premium,I,SI1,60.9,59.0,7.42,7.46,4.53,8258
6736,1.08,Premium,H,SI1,62.6,56.0,6.58,6.52,4.1,4826
4864,0.5,Premium,G,SI1,62.9,59.0,5.09,5.06,3.19,1286
7713,0.96,Very Good,F,SI1,62.1,62.0,6.24,6.32,3.9,4755
19397,1.04,Premium,H,VS2,59.6,58.0,6.63,6.55,3.93,5344
22523,0.53,Ideal,J,VS2,62.6,53.0,5.21,5.24,3.27,1038
10004,0.5,Very Good,F,SI1,60.0,54.0,5.13,5.2,3.1,1122
17436,0.52,Very Good,F,VVS2,62.9,57.0,5.11,5.13,3.22,2035
1263,0.5,Ideal,D,SI1,59.9,60.0,5.15,5.13,3.08,1764
11126,0.31,Premium,G,VS1,59.9,59.0,4.44,4.41,2.65,770
24781,0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1986
20745,0.31,Very Good,H,SI1,62.9,56.0,4.27,4.31,2.7,435
6085,0.3,Ideal,D,VVS2,61.6,57.0,4.31,4.32,2.66,814
15771,0.82,Good,J,SI1,57.4,59.0,6.25,6.19,3.57,2140
13281,0.3,Good,F,IF,64.3,53.0,4.22,4.27,2.73,780
18769,0.56,Ideal,E,VS1,61.8,56.0,5.33,5.28,3.28,2117
875,1.0,Good,G,SI2,61.7,63.0,6.36,6.37,3.93,4493
23538,1.69,Ideal,I,VS2,,56.0,7.74,7.77,4.69,13645
24701,1.2,Ideal,J,SI1,61.9,57.0,6.8,6.87,4.23,5071
17938,0.28,Very Good,F,IF,59.8,56.0,4.27,4.29,2.56,787
1073,3.01,Fair,I,SI2,,56.0,8.99,8.94,5.9,18242
23708,1.04,Premium,E,VS2,61.1,59.0,6.56,6.54,4.0,7175
17493,0.83,Ideal,F,SI2,62.3,55.0,6.02,6.05,3.76,2790
17762,0.72,Ideal,G,SI2,61.4,56.0,5.76,5.83,3.56,2297
8731,0.7,Ideal,G,SI1,61.3,56.0,5.73,5.78,3.53,2480
26696,0.26,Ideal,H,VS1,61.9,55.0,4.1,4.13,2.55,448
5537,1.14,Ideal,F,VVS1,60.1,60.0,6.79,6.83,4.09,11226
13389,1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,6766
18721,1.7,Premium,E,SI1,60.1,58.0,7.78,7.74,4.66,15804
9882,1.0,Ideal,G,VVS2,62.8,57.0,6.37,6.43,4.02,7979
3059,0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,3357
25603,0.31,Very Good,G,SI2,62.3,57.0,4.33,4.37,2.71,408
6755,0.41,Ideal,F,VS2,62.6,57.0,4.79,4.76,2.99,1107
9397,0.42,Ideal,D,VS2,62.7,55.0,4.79,4.81,3.01,938
5368,0.75,Very Good,G,SI1,,55.0,5.81,5.85,3.63,2617
7964,1.01,Fair,D,SI1,66.2,56.0,6.05,6.1,4.02,5122
7032,0.41,Very Good,D,SI1,63.2,58.0,4.77,4.72,3.0,947
8313,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2228
24422,1.21,Premium,F,VS1,61.9,58.0,6.82,6.76,4.2,10245
19712,0.59,Ideal,D,SI1,62.1,56.0,5.36,5.4,3.34,1684
6005,0.31,Very Good,H,VS2,63.2,58.0,4.33,4.31,2.73,628
5456,0.6,Very Good,E,VS1,60.0,58.0,5.5,5.56,3.32,2270
21689,0.72,Good,I,SI1,63.6,59.0,5.61,5.58,3.56,1909
26482,1.01,Very Good,D,SI2,60.5,58.0,6.45,6.5,3.92,4799
14181,2.14,Ideal,I,SI2,61.9,56.0,8.22,8.26,5.1,14321
25435,1.0,Premium,F,SI2,59.8,58.0,6.53,6.48,3.89,3640
18464,0.3,Premium,D,SI1,61.7,59.0,4.31,4.28,2.65,709
8270,0.52,Ideal,D,VVS1,62.0,57.0,5.15,5.17,3.2,3218
23027,1.02,Very Good,H,SI2,63.5,60.0,6.33,6.24,3.99,3998
24921,0.43,Ideal,D,VS1,61.6,56.0,4.85,4.86,2.99,1207
17683,0.56,Ideal,F,VVS2,61.1,57.0,5.32,5.35,3.25,2676
439,2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400
7640,1.01,Good,F,SI1,64.2,58.0,6.24,6.29,4.02,4339
655,0.36,Ideal,G,SI1,61.8,55.0,4.58,4.61,2.84,725
15648,0.92,Ideal,D,SI2,61.9,55.0,6.24,6.27,3.87,5051
16893,2.02,Fair,H,SI1,56.2,61.0,8.8,8.33,4.81,15695
10437,0.34,Ideal,D,VS1,60.3,57.0,4.52,4.55,2.73,914
12177,1.01,Good,E,SI1,64.1,59.0,6.35,6.31,4.06,4480
13875,1.7,Ideal,H,SI1,62.2,53.0,7.67,7.6,4.75,9425
26179,0.41,Ideal,G,IF,61.0,57.0,4.79,4.81,2.93,1367
2366,0.9,Very Good,G,SI1,63.4,54.0,6.11,6.16,3.89,3615
24465,1.3,Very Good,I,VS1,62.6,57.0,6.92,6.95,4.34,6819
18722,1.59,Ideal,H,VS2,60.7,61.0,7.56,7.5,4.57,11437
3911,0.54,Ideal,E,VS2,61.8,55.0,5.26,5.24,3.24,1847
1043,0.38,Ideal,E,IF,61.1,56.0,4.67,4.72,2.87,1433
24488,0.3,Premium,E,VS2,62.1,59.0,4.29,4.27,2.66,844
10803,1.06,Good,J,VS2,63.5,60.1,6.43,6.51,4.11,4517
5080,0.9,Premium,G,SI1,60.1,59.0,6.25,6.2,3.74,3326
11063,0.74,Ideal,G,VVS1,62.1,54.0,5.8,5.83,3.61,3537
9606,1.61,Premium,D,SI1,61.4,60.0,7.56,7.51,4.63,13582
18647,0.3,Ideal,F,VVS1,62.2,56.0,4.28,4.3,2.67,814
17610,0.73,Ideal,G,VVS2,,55.0,5.83,5.77,3.59,2919
2947,0.3,Very Good,G,SI1,59.5,63.0,4.32,4.29,2.56,574
24628,0.43,Premium,F,VVS1,61.5,56.0,4.9,4.86,3.0,1422
18204,2.01,Good,I,SI2,64.6,57.0,7.82,7.88,5.07,12681
25750,0.51,Ideal,E,SI1,61.5,57.0,5.11,5.16,3.16,1682
12919,0.3,Ideal,G,SI2,61.7,57.0,4.26,4.3,2.64,382
3134,0.3,Ideal,F,SI1,61.4,55.0,4.31,4.34,2.65,550
26303,1.05,Premium,I,SI2,58.3,57.0,6.72,6.67,3.9,2911
4000,0.35,Premium,H,VS2,59.6,62.0,4.62,4.57,2.74,709
14965,0.35,Very Good,F,SI1,63.1,56.0,4.51,4.46,2.83,748
11435,1.5,Good,F,I1,60.6,62.0,7.22,7.24,4.38,5313
5106,1.51,Premium,F,VS2,60.4,59.0,7.41,7.33,4.45,14247
25288,1.71,Very Good,I,SI2,,58.0,7.59,7.54,4.74,8896
21865,1.11,Premium,E,VS2,62.2,58.0,6.61,6.64,4.12,7619
10812,1.01,Premium,H,VS2,60.5,58.0,6.46,6.4,3.89,4839
11893,0.27,Very Good,E,VS1,61.9,59.0,4.16,4.21,2.59,470
9805,0.71,Ideal,E,VS2,62.5,56.0,5.7,5.75,3.58,2347
17542,0.5,Premium,G,VS2,61.5,57.0,5.12,5.09,3.14,1415
905,1.02,Ideal,G,I1,61.2,56.0,6.47,6.5,3.97,3459
3179,2.23,Premium,J,SI1,,59.0,8.36,8.33,5.21,14258
15301,0.42,Ideal,G,VS1,61.9,56.0,4.77,4.82,2.97,921
4256,1.34,Ideal,F,VS2,62.5,56.0,7.09,7.05,4.42,7504
2177,0.7,Ideal,G,VS1,61.1,56.0,5.72,5.74,3.5,3017
16209,2.24,Ideal,I,SI2,61.7,58.0,8.43,8.37,5.18,16709
474,0.28,Ideal,F,VS2,61.8,54.0,4.18,4.23,2.6,490
4202,1.14,Ideal,H,VS2,62.0,54.0,6.72,6.74,4.17,6628
661,0.32,Good,E,VS1,60.3,64.0,4.42,4.44,2.67,756
17209,0.41,Ideal,F,IF,62.2,54.0,4.76,4.79,2.97,1151
17005,0.9,Good,G,SI1,65.2,58.0,6.0,6.06,3.93,3669
5682,1.01,Good,H,SI1,60.3,64.0,6.52,6.49,3.92,4320
22552,1.56,Premium,J,VS1,61.1,59.0,7.52,7.49,4.58,8476
20983,0.71,Premium,E,VS2,59.0,59.0,5.88,5.78,3.44,2735
2445,0.93,Premium,F,SI1,62.5,58.0,6.19,6.22,3.88,4081
16191,0.71,Very Good,I,VVS2,60.6,56.0,5.82,5.77,3.51,2586
7678,0.31,Premium,H,VVS1,62.1,58.0,4.36,4.33,2.7,907
22814,0.34,Very Good,E,SI1,62.9,55.0,4.47,4.5,2.82,596
22229,0.33,Ideal,D,VS2,,55.0,4.5,4.52,2.72,667
3511,0.3,Ideal,E,VS2,62.6,54.0,4.28,4.31,2.69,658
14636,0.53,Ideal,F,VS2,62.3,55.0,5.17,5.2,3.23,1566
22354,0.91,Very Good,F,SI2,62.5,58.0,6.1,6.16,3.83,4334
22358,1.2,Very Good,H,SI2,62.0,58.0,6.76,6.91,4.24,5280
12651,0.56,Very Good,F,VS2,,56.0,5.2,5.22,3.23,1614
3514,0.43,Premium,G,IF,61.0,58.0,4.82,4.88,2.96,1433
4505,1.62,Ideal,J,SI1,62.4,53.2,7.47,7.51,4.68,8075
6497,0.36,Ideal,F,VS2,62.0,55.0,4.55,4.58,2.83,726
25291,0.53,Ideal,E,SI1,61.9,55.0,5.18,5.22,3.22,1435
7905,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,852
6318,0.7,Very Good,H,SI1,61.5,57.0,5.64,5.68,3.48,2107
24400,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3662
14230,0.38,Ideal,G,VVS1,61.2,54.0,4.69,4.72,2.88,949
7267,0.95,Premium,G,SI1,58.0,62.0,6.47,6.42,3.74,4426
21743,0.5,Premium,E,VS2,60.5,60.0,5.13,5.09,3.09,1699
10271,1.06,Ideal,E,VS1,62.1,57.0,6.52,6.49,4.04,8567
21602,0.62,Premium,G,SI1,59.9,58.0,5.56,5.49,3.31,1572
19498,0.37,Very Good,F,SI1,62.3,59.0,4.57,4.61,2.86,616
16775,0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,3080
14773,0.36,Premium,E,VS2,59.3,59.0,4.68,4.6,2.75,1013
6757,0.93,Fair,I,VS2,64.7,58.0,6.09,6.06,3.93,3258
4060,0.27,Very Good,F,VVS2,61.8,57.0,4.15,4.17,2.57,682
24412,0.33,Ideal,D,VS2,62.8,54.0,4.46,4.43,2.79,1002
18852,0.3,Very Good,I,VS1,58.8,61.0,4.38,4.43,2.59,473
12990,0.88,Very Good,I,SI1,,56.0,6.06,6.19,3.83,2699
17073,0.3,Very Good,G,VS2,63.5,59.0,4.22,4.17,2.66,644
23501,0.38,Very Good,D,VS2,63.1,55.0,4.6,4.59,2.9,1005
7493,0.38,Ideal,E,VS2,61.5,55.0,4.67,4.7,2.88,813
5399,0.5,Ideal,E,VS2,62.2,54.0,5.08,5.11,3.17,1624
10197,0.54,Premium,E,VS2,60.0,58.0,5.34,5.29,3.19,1709
23166,1.01,Ideal,G,VS2,62.1,58.0,6.38,6.43,3.98,6587
20035,1.1,Ideal,J,SI1,62.2,55.0,6.62,6.65,4.13,4275
22801,0.51,Ideal,G,SI2,62.0,56.0,5.13,5.16,3.19,1188
24453,0.31,Ideal,H,VS2,62.6,57.0,4.34,4.38,2.73,489
15528,0.41,Very Good,D,VS2,62.3,58.0,4.75,4.76,2.96,932
11546,1.0,Premium,D,VS1,61.9,55.0,6.4,6.36,3.95,8333
14686,0.53,Very Good,E,VVS2,62.3,55.0,5.18,5.22,3.23,2280
12828,0.95,Fair,D,SI2,64.4,60.0,6.06,6.02,3.89,3384
16158,0.31,Very Good,G,VS2,63.2,58.0,4.3,4.28,2.71,651
23814,0.31,Very Good,J,VS2,62.3,60.0,4.29,4.34,2.69,380
10446,0.3,Ideal,F,VS1,61.8,53.0,4.32,4.36,2.68,621
25069,0.46,Fair,E,VS2,66.8,61.0,4.84,4.71,3.2,1070
21072,0.54,Ideal,H,SI1,61.0,56.0,5.28,5.24,3.21,1240
521,0.31,Very Good,F,VS2,63.4,56.0,4.34,4.31,2.74,802
26383,0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,2646
18668,0.3,Ideal,D,VS2,62.8,57.0,4.31,4.29,2.7,911
6216,0.71,Good,F,SI2,64.1,60.0,0.0,0.0,0.0,2130
12050,0.5,Ideal,E,SI1,61.8,56.0,5.11,5.07,3.14,1617
17975,1.55,Premium,I,SI2,61.5,58.0,7.39,7.46,4.57,7256
18488,0.91,Very Good,H,SI1,59.2,60.0,6.3,6.41,3.76,3998
26740,0.7,Very Good,H,VS1,60.1,61.0,5.74,5.81,3.47,2400
13262,0.8,Premium,H,SI2,62.2,58.0,5.99,5.93,3.71,2346
20758,0.52,Ideal,D,SI1,61.8,57.0,5.19,5.14,3.19,1720
1093,0.31,Ideal,G,IF,62.0,54.0,4.39,4.35,2.71,1028
365,1.24,Ideal,I,SI1,61.1,60.0,6.94,6.91,4.23,5976
22237,0.23,Good,F,VS2,63.8,57.0,3.93,3.84,2.48,447
22201,1.5,Ideal,E,SI1,61.9,57.0,7.37,7.31,4.54,9828
18060,0.33,Ideal,D,VVS2,,57.0,4.52,4.47,2.71,1062
15168,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66,605
12954,0.56,Very Good,G,VS1,60.2,56.0,5.35,5.37,3.23,1686
13257,1.01,Very Good,H,SI1,63.1,60.0,6.41,6.37,4.03,4513
25773,0.41,Premium,F,VS2,60.3,60.0,4.81,4.84,2.91,863
23644,1.23,Premium,G,SI2,58.9,62.0,7.03,6.97,4.12,4408
15427,1.11,Premium,E,SI2,,58.0,6.61,6.63,4.14,4581
9356,1.12,Premium,I,VS2,61.9,58.0,6.63,6.68,4.12,5027
17105,1.2,Ideal,I,VS1,61.5,59.0,6.82,6.84,4.2,6380
4847,2.0,Premium,F,SI1,62.6,59.0,8.1,8.04,5.05,18493
2016,0.47,Good,F,VS1,59.0,60.2,5.04,5.09,2.99,1243
20386,1.09,Premium,I,VS2,60.1,59.0,6.74,6.67,4.03,5306
25649,1.14,Premium,H,VS2,61.3,59.0,6.76,6.72,4.13,5858
15972,0.32,Premium,G,SI1,61.6,58.0,4.36,4.4,2.7,477
8712,0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62,607
1739,0.3,Ideal,H,IF,61.2,55.0,4.36,4.37,2.67,764
2435,1.0,Premium,F,VS2,62.6,60.0,6.37,6.29,3.96,6468
7411,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
21482,0.48,Ideal,I,VS1,62.2,54.0,5.03,5.06,3.14,944
25597,2.02,Premium,I,VS1,60.5,62.0,8.18,8.15,4.94,14238
11682,0.52,Ideal,E,VVS2,61.8,56.0,5.15,5.18,3.19,2430
12735,0.37,Ideal,F,SI1,62.4,54.0,4.6,4.63,2.88,616
26941,0.32,Very Good,D,VVS1,61.6,54.0,4.4,4.43,2.72,1015
9547,0.33,Ideal,E,VS2,62.4,54.0,4.44,4.47,2.78,682
16821,1.6,Premium,H,VS1,62.5,58.0,7.47,7.37,4.64,12084
1339,0.31,Ideal,J,SI2,,54.0,4.35,4.37,2.71,344
17488,1.56,Ideal,F,SI1,61.2,57.0,7.48,7.52,4.59,11047
23165,0.4,Ideal,G,VVS1,61.2,56.0,4.75,4.79,2.92,1123
4396,0.96,Ideal,J,VS2,61.5,57.0,6.32,6.36,3.9,3326
20159,0.9,Ideal,D,SI1,61.6,55.0,6.23,6.27,3.85,5081
25109,0.94,Very Good,E,SI2,62.0,58.0,6.23,6.29,3.88,3886
16049,1.01,Very Good,I,SI2,61.8,60.0,6.34,6.37,3.93,3885
10487,0.33,Premium,E,SI1,61.1,58.0,4.47,4.43,2.72,743
2432,0.34,Ideal,D,VVS2,60.1,57.0,4.54,4.58,2.74,918
22021,1.01,Ideal,E,SI2,62.1,56.0,6.39,6.43,3.98,4355
7073,1.02,Premium,F,VS1,60.5,56.0,6.61,6.52,3.97,7197
15942,0.59,Ideal,F,VS2,60.6,56.0,5.43,5.48,3.31,1834
24362,0.35,Ideal,E,VVS1,60.7,57.0,4.53,4.57,2.76,1044
14470,0.61,Very Good,I,SI1,63.4,55.0,5.39,5.43,3.43,1356
15103,0.78,Ideal,F,SI2,59.7,57.0,6.01,5.98,3.58,2431
12831,0.57,Ideal,E,VS2,61.0,54.0,5.43,5.39,3.3,2319
7934,0.8,Ideal,G,SI2,63.0,56.0,5.85,5.9,3.7,2657
8309,0.9,Good,F,VS2,63.3,57.0,6.11,6.15,3.88,4432
21366,0.9,Premium,E,VS1,59.4,59.0,6.31,6.28,3.74,5438
13921,1.23,Ideal,G,VS2,62.4,57.0,6.83,6.88,4.28,8085
518,0.45,Good,F,VS1,58.6,62.2,5.0,5.05,2.95,1144
15001,0.43,Premium,E,SI2,61.0,60.0,4.94,4.87,2.99,903
16907,1.37,Premium,H,VS2,60.9,59.0,7.22,7.17,4.38,6337
10743,1.02,Very Good,H,SI1,62.8,59.0,6.33,6.38,3.99,4348
1801,1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,7481
24528,0.78,Ideal,D,SI2,61.4,57.0,5.91,5.94,3.64,3454
17077,3.0,Premium,G,I1,59.7,60.0,9.42,9.26,5.58,13203
19458,1.63,Ideal,E,VS2,61.3,55.0,7.6,7.63,4.67,17825
7539,1.51,Very Good,F,VS2,63.7,60.0,7.2,7.24,4.6,13012
20110,0.32,Ideal,F,IF,61.2,56.0,4.41,4.45,2.71,1204
7738,0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97,882
2668,0.41,Ideal,F,VS2,60.8,56.0,4.8,4.81,2.92,863
21909,1.15,Premium,F,SI2,61.1,57.0,6.82,6.77,4.15,5120
22453,0.73,Good,E,SI2,63.3,57.0,5.69,5.72,3.61,2388
843,1.01,Premium,E,VS2,59.3,58.0,6.53,6.49,3.86,7240
628,0.35,Very Good,E,VS1,62.3,60.0,4.5,4.52,2.81,829
13983,0.7,Premium,J,SI1,61.3,59.0,5.73,5.75,3.52,1735
8963,1.03,Very Good,G,SI1,63.2,58.0,6.43,6.38,4.05,4764
9864,0.67,Ideal,H,SI1,62.1,54.0,5.61,5.66,3.5,1550
7676,0.32,Ideal,G,VS1,62.0,56.0,4.37,4.41,2.72,645
9047,0.31,Ideal,F,IF,62.1,55.0,4.34,4.35,2.7,979
26403,0.5,Ideal,D,VVS2,60.4,54.0,5.23,5.17,3.14,2211
1023,0.34,Ideal,E,VS2,59.8,56.0,4.55,4.54,2.72,816
16987,0.7,Fair,F,VS1,67.8,60.0,5.5,5.39,3.69,2381
4026,0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
7247,0.51,Ideal,E,SI1,62.4,55.0,5.09,5.14,3.19,1343
10504,0.51,Premium,F,VS1,61.4,58.0,5.15,5.18,3.17,1744
4503,0.36,Ideal,E,VS2,60.7,56.0,4.63,4.65,2.82,738
1041,0.37,Premium,D,SI1,61.9,59.0,4.65,4.62,2.87,874
7062,1.51,Very Good,H,SI1,59.9,55.0,7.44,7.52,4.48,9218
18857,1.06,Ideal,G,VS1,60.7,56.0,6.6,6.64,4.02,7594
1681,1.2,Very Good,H,SI1,63.5,58.0,6.69,6.73,4.26,5443
851,0.42,Ideal,G,VVS1,61.6,55.0,4.85,4.82,2.98,1235
8126,0.4,Ideal,E,SI1,62.2,54.0,4.74,4.78,2.96,673
1848,0.3,Very Good,G,IF,61.4,58.0,4.27,4.33,2.64,774
22914,0.56,Ideal,E,SI1,62.7,57.0,5.27,5.23,3.29,1698
4130,1.53,Very Good,H,SI1,60.4,60.0,7.39,7.44,4.48,9332
25983,1.59,Very Good,D,SI1,62.8,54.0,7.43,7.48,4.68,13631
13316,0.8,Premium,E,SI1,61.5,58.0,5.97,5.93,3.66,3297
24277,0.51,Ideal,G,VVS2,60.1,56.0,5.22,5.24,3.14,1813
14737,1.71,Premium,I,VS2,61.5,58.0,7.74,7.54,4.7,9116
7499,0.34,Ideal,E,SI1,61.7,56.0,4.52,4.49,2.78,765
11640,0.28,Good,F,VVS2,64.9,57.0,4.13,4.16,2.69,492
1670,0.28,Very Good,F,VVS1,58.9,62.0,4.27,4.32,2.53,572
26012,0.3,Ideal,D,SI2,61.1,58.0,4.31,4.33,2.64,413
13862,0.52,Ideal,D,VS2,61.6,55.0,5.2,5.15,3.19,1919
6936,1.57,Premium,I,SI2,60.9,58.0,7.53,7.51,4.58,7484
14848,0.31,Ideal,E,VS1,61.7,56.0,4.41,4.37,2.71,942
3569,1.61,Ideal,G,SI1,61.2,55.0,7.62,7.57,4.65,11294
14709,0.73,Ideal,H,IF,62.3,55.0,5.77,5.79,3.6,3785
6481,0.37,Premium,E,VS2,61.5,58.0,4.66,4.61,2.85,1041
11187,1.05,Very Good,E,SI2,63.3,57.0,6.5,6.46,4.1,4763
25573,0.7,Very Good,E,SI1,62.3,58.0,5.6,5.67,3.51,2476
7225,1.13,Ideal,H,SI1,61.9,60.0,6.63,6.65,4.11,5911
17317,1.03,Premium,I,SI1,62.0,58.0,6.46,6.41,3.99,3749
21693,1.51,Very Good,G,SI2,62.8,56.0,7.22,7.3,4.56,8637
21308,0.5,Ideal,E,VS2,61.5,57.0,5.14,5.11,3.15,1746
5928,0.71,Good,E,SI2,57.5,58.0,5.91,5.89,3.39,1783
22310,0.3,Premium,H,VVS2,62.4,58.0,4.26,4.3,2.67,605
21695,1.01,Premium,G,SI1,60.8,60.0,6.47,6.39,3.91,5090
5576,0.73,Premium,H,SI2,61.2,59.0,5.83,5.77,3.55,1699
25106,0.37,Very Good,E,VS1,63.5,59.0,4.55,4.59,2.9,784
